Interaction_Date,KOL _Name,Current_Tier,Kol_Qualification,Therapeutic_Area,Speciality_within_TA,KOL_years_of_Experience,Adoption_Ladder,KOL_Location,KOL_Territory,SocialMedia_Twitter,SocialMedia_Linkedin,SocialMedia_YouTube,Overall_Kol_Rating,Connection_to_Advisory_Boards,Research_Participated,Research_Experience,Fundinghistory_researchgrants,Fundinghistory_ConsultingFees,Fundinghistory_researchgrants,No_Of_Publications,Trainings_Delivered,Professional_Certification,KOL_affiliations_academicinstitutions,KOL_Affiliations_Hospital_and_medical_Centres,KOL_Affiliations_ProfessionalAssocaitionsandsocities,KOL_Affiliations_Pharma_and_biotech_companies,KOL_Affiliations_Government_and_Regulatory_bodies,KOL_Affiliations_patientadvocacy_and_nonprofit_organisations,Internationa_Presentations_Presented,National_ntations_Presented,KOL_FollowUp,Previous_meeting_agenda,Previous_Meeting_SubTopics,Current_Discussion_Topic,Current_Meeting_Subtopics,Current_Channel_of_interaction,Company_Event,Interaction_intent,Items/topics_to_exchange,KOLMSL_Relation,Next_Action_Items,Proposed_Next_Channel_Of_interaction
1-Jul-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,3,Boston,East Coast,30.1K,15.1K,10.2K,4.7,2,10,5,18000,0,29000,2,5,3,2,2,0,2,1,1,1,6,No,Team Expertise and execution plan in start up pitch competitions,"Execution plans,market penetration,product development",Regulatory and compliance considerations in startup pitch competitions,"Adherance to regulatory standards,certifications,potential legal",Phone,Medical Asset Generation-Patient driven solutions,"To discuss how the startup ensure adherance to regulatory standards,certifications and any potential legal or ethical implications","Adherance to regulatory standards,certifications,potential legal imlications",Neutral,Networking oppurtunities and programs,In Person
1-Aug-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,3,Boston,East Coast,30.2K,15.3K,10.4K,4.71,2,10,5,20000,0,30000,2,5,3,2,2,0,2,1,1,1,7,No,Regulatory and compliance considerations in startup pitch competitions,"Adherance to regulatory standards,certifications,potential legal",Impact and sustainability in startup pitch competitons,"Patient safety,operational efficiency and cost savings",In Person,Medical Asset Generation-Patient driven solutions,"To emphasize on the sustainability aspect of the solutions,such as reducing waste,energy efficiency or environmental considerations","Patient safety,operational efficiency and cost savings",Neutral,Technical Feasibility and Intellectual Property in start up pitch competitions,Phone
1-Sep-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,3,Boston,East Coast,30.3K,15.5K,10.6K,4.73,2,11,5,24000,0,36000,3,6,3,2,2,0,2,1,1,1,7,No,Impact and sustainability in startup pitch competitons,"Patient safety,operational efficiency and cost savings",Digital Health Innovations in startup pitch competitions,"Mobile apps,wearables or remote devices to improve heakthcare delivery",Phone,Medical Asset Generation-Patient driven solutions,"To discuss about startups that leverage digital health technologies such as mobile apps,wearable or remote devices to improve haleathcare delivery","Mobile apps,wearables or remote devices to improve heakthcare delivery,patient engagement",Neutral,Technical Feasibility and Intellectual Property in start up pitch competitions,Email
1-Oct-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,4,Boston,East Coast,30.5K,15.9K,11K,4.75,2,11,6,26000,0,44000,3,6,4,2,2,0,2,1,1,1,7,No,Digital Health Innovations in stratup pitch competitions,"Mobile apps,wearables or remote devices to improve heakthcare delivery",Health Tech Infrastructure,"Robust health tech infrastructure,secure data storage or telecommnunication networks",Email,Medical Asset Generation-Patient driven solutions,"To discuss about startups that focus on robust health tech infrastructure including data storage,interoperability solutions to enable seamless healthcare data exchange and communication","Robust health tech infrastructure,secure data storage or telecommnunication networks",Neutral,Team Expertise and execution plan in start up pitch competitions,Phone
1-Nov-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,4,Boston,East Coast,30.5K,15.9K,11K,4.75,2,12,6,30000,0,45000,3,6,4,2,2,0,2,1,1,1,7,No,Health Tech Infrastructure,"Robust health tech infrastructure,secure data storage or telecommnunication networks",Personalized medicine in startup pitch competitions,"AI driven diagnostics,or precision therapies",In Person,Medical Asset Generation-Patient driven solutions,"To discuss about startups that offer personalized medical solutions such as genetic testing platform,AI-driven diagnostics or precision therapies tailored to unique genetic makeup or medical history","AI driven diagnostics,or precision therapies,Personalized medical solutions",Neutral,Impact and sustainability in startup pitch competitons,In Person
1-Dec-19,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,4,Boston,East Coast,32K,16K,11.5K,4.8,2,12,6,35000,0,45000,3,6,4,2,2,0,2,1,1,1,7,No,Personalized medicine in startup pitch competitions,"AI driven diagnostics,or precision therapies",Healthcare analytics and insights in startup pitch competition,"AI-driven solutions,improve clinical trial decision making,optimize resource allocation",Phone,Medical Asset Generation-Patient driven solutions,To discuss about startups that provide analytics platform or AI-driven solutions for healthcare providers to extract meaningful insights from patient data,"AI-driven solutions,improve clinical trial decision making,optimize resource allocation",Good,Digital Health Innovations in startup pitch competitions,Phone
1-Jan-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,5,Boston,East Coast,32.2K,16.3K,11.7K,4.82,3,13,6,35000,0,45000,3,6,4,2,2,0,2,1,1,2,8,No,Healthcare analytics and insights in startup pitch competition,"AI-driven solutions,improve clinical trial decision making,optimize resource allocation",Patient experience enhacement in startup pitch competitions,"Patient experience,solutions for patient scheduling,appointment reminders,virtual consultations or patient feedback platforms",In Person,Medical Asset Generation-Patient driven solutions,"To discuss about startups that aim to enhance overall patient experience,including solutions for patient scheduling,appointment reminders etc.","Patient experience,solutions for patient scheduling,appointment reminders,virtual consultations or patient feedback platforms",Good,Regulatory and compliance considerations in startup pitch competitions,Email
1-Feb-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,5,Boston,East Coast,32.2K,16.3K,11.7K,4.82,3,13,6,35000,0,45000,3,7,5,2,2,0,2,1,1,2,8,No,Patient experience enhacement in startup pitch competitions,"Patient experience,solutions for patient scheduling,appointment reminders,virtual consultations or patient feedback platforms",Health care supply chain optimization in startup pitch competitions,"Healthcare supply chain,inventory management solutions,appointment reminders,virtual consultations",Phone,Medical Asset Generation-Patient driven solutions,"To discuss and highlight about the startups that aim to enhance the overall patient experience,including solutions for patient scheduling,appointment reminders,virtual consultations or patient feedback forms","Healthcare supply chain,inventory management solutions,appointment reminders,virtual consultations",Good,Digital Health Innovations in startup pitch competitions,Phone
1-Mar-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,11,5,Boston,East Coast,33K,17K,12K,4.83,3,13,6,35000,0,50000,4,7,5,2,2,0,2,1,1,2,8,No,Health care supply chain optimization in startup pitch competitions,"Healthcare supply chain,inventory management solutions,appointment reminders,virtual consultations",Events have the potential for collaboration and innovation,"Potential for innovation and collaboration,Opportunity to bridge the gap",Email,Medical Asset Generation-Patient driven solutions,To discuss about event having potential for innovation and collaboration,"Patients involved in generation of medical assets,we can tap into unique insights and perspectives.Event provides opportunity to bridge the gap and create solutions that are tailored to the need",Good,Patients invloved in the development process can lead to increased patient engagement and empowerment,Email
1-Apr-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,12,2,Boston,East Coast,33.3K,17.3K,12.2K,4.79,3,13,6,35000,20000,50000,4,7,5,2,2,0,2,1,1,2,8,Yes,Events have the potential for collaboration and innovation,"Potential for innovation and collaboration,Opportunity to bridge the gap",Patients invloved in the development process can lead to increased patient engagement and empowerment,Patients become partners rather than recepients of healthcare,Email,Medical Asset Generation-Patient driven solutions,To discuss about involving patients in healthcare can lead to increased patient enagagement and empowerment,Patients invloved in the development process can lead to increased patient engagement and empowerment.Patients become partner rather than receipients,Good,"Patient insights can help us identify unmet needs,design patient interventions and improve patient outcomes",In Person
1-May-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,12,2,Boston,East Coast,33.8K,17.8K,12.9K,4.81,3,14,6,40000,30000,60000,4,7,5,2,2,0,2,1,1,2,8,Yes,Patients invloved in the development process can lead to increased patient engagement and empowerment,Patients become partners rather than recepients of healthcare,"Patient insights can help us identify unmet needs,design patient interventions and improve patient outcomes","Patients are no longer passive recipients,patients become active participants and decision-makers,enhance the adoption and acceptance of new medical assets",In Person,Medical Asset Generation-Patient driven solutions,"To discuss about how patient insights can help identify unmet needs,design patient interventions and improve patient outcome.By involving them ,we can enhance the acceptance and adoption of new medical assets","Patient insights can help us identify unmet needs,design patient interventions and improve patient outcomes,acceptance and adoption of new medical assets",Good,"Discuss about how these events provide a platform for cross-pollination between patients,healthcare professionals and innovators",In Person
1-Jun-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,12,2,Boston,East Coast,34K,18K,13.4K,4.89,4,14,7,40000,40000,70000,4,7,6,2,2,0,2,1,1,2,9,Yes,"Patient insights can help us identify unmet needs,design patient interventions and improve patient outcomes","Patients are no longer passive recipients,patients become active participants and decision-makers,enhance the adoption and acceptance of new medical assets","Discuss about how these events provide a platform for cross-pollination between patients,healthcare professionals and innovators","Cross-pollination of ideas between patients,healthcare professional and innovators.Everyone's and expertise contribute to development of patient driven solutions",In Person,Medical Asset Generation-Patient driven solutions,These events provides platform for cross pollination of ideas between different stakeholders where everyone's experience contribute to development of patient driven solutions,"Cross-pollination of ideas between patients,healthcare professional and innovators.Everyone's and expertise contribute to development of patient driven solutions",Good,How to effectively capture and utilize patient feedback,Phone
1-Jul-20,Johnson charles,International,"MD,PHD",Oncology,Skin Cancer,12,2,Boston,East Coast,34.4K,18.5K,13.9K,4.9,4,14,7,50000,50000,80000,4,8,6,2,2,0,2,1,1,2,9,Yes,"Discuss about how these events provide a platform for cross-pollination between patients,healthcare professionals and innovators","Cross-pollination of ideas between patients,healthcare professional and innovators.Everyone's and expertise contribute to development of patient driven solutions",How to effectively capture and utilize patient feedback,Patient's perspectives and experiences,Phone,Medical Asset Generation-Patient driven solutions,To discuss one of key aspect to consider while event is how to effectively capture and utilize patient feedback,Patient experiences and perspectives are invaluable,Good,Capturing patient feedbacks,In Person
